customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
2472-ovkup,male,0,1,0,6,1,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,91,531,1,546,high
2984-rgeya,female,0,1,1,69,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.75,1375.4,0,1362.75,low
9680-niauv,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,0,credit card (automatic),109.7,8129.3,0,7898.4,very_high
2146-egvdt,male,0,1,1,59,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.3,1192.7,0,1138.7,low
2604-ijpdu,female,0,1,0,20,1,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,1,electronic check,96.55,1901.65,0,1931,high
9178-jhuvj,male,0,1,1,24,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),24.1,587.4,0,578.4,low
6168-ybynp,male,0,0,0,59,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,electronic check,111.35,6519.75,0,6569.65,very_high
7255-ssfbc,male,0,1,1,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),112.25,8041.65,0,8082,very_high
3645-deygf,male,0,0,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.75,20.75,0,20.75,low
9323-hgfwy,female,0,1,0,27,1,no,fiber optic,yes,no,no,yes,yes,yes,one year,1,credit card (automatic),101.9,2681.15,0,2751.3,very_high
8544-goqsh,female,0,0,0,14,1,no,fiber optic,no,yes,no,yes,no,no,month-to-month,1,credit card (automatic),80.05,1112.3,0,1120.7,high
3363-dtivd,male,0,1,1,71,1,yes,fiber optic,yes,no,yes,no,yes,yes,two year,0,electronic check,105.55,7405.5,0,7494.05,very_high
7018-wbjnk,male,0,0,1,13,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),78.3,1033.95,0,1017.9,high
9142-kzxop,male,0,0,0,44,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,credit card (automatic),68.85,2958.95,0,3029.4,medium
7674-ytafd,female,0,0,0,33,1,no,fiber optic,no,yes,no,yes,no,no,one year,1,bank transfer (automatic),79.95,2684.85,0,2638.35,high
6348-snfus,male,0,1,1,72,0,no,dsl,yes,yes,yes,yes,no,yes,two year,1,credit card (automatic),55.45,4179.2,0,3992.4,medium
1285-okipp,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,79.9,79.9,1,79.9,high
7825-ecjrf,female,0,0,0,19,1,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,1,electronic check,106.6,1934.45,1,2025.4,very_high
1347-kttta,male,0,1,0,64,1,no,fiber optic,no,yes,yes,yes,yes,yes,one year,1,credit card (automatic),102.45,6654.1,0,6556.8,very_high
7841-tzdmq,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),46,84.5,1,92,medium
4195-nzgta,female,0,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,25.25,25.25,0,25.25,low
7157-smcfk,male,0,0,1,61,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,1124.2,0,1204.75,low
4709-lkhyg,female,0,1,1,29,1,no,no,no,no,no,no,no,no,one year,0,electronic check,20,540.05,0,580,low
2504-dshih,male,1,1,0,23,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,86.8,1975.85,0,1996.4,high
0699-ndkjm,female,0,1,0,57,0,no,dsl,yes,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),58.75,3437.45,0,3348.75,medium
9286-bhdqg,male,0,1,1,72,0,no,dsl,yes,yes,yes,yes,no,no,two year,0,credit card (automatic),45.25,3139.8,0,3258,medium
0230-wequw,male,0,1,0,66,0,no,dsl,yes,yes,yes,yes,yes,no,two year,1,bank transfer (automatic),56.6,3789.2,0,3735.6,medium
2040-ldiwq,male,0,1,1,65,1,yes,dsl,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),84.2,5324.5,0,5473,high
6496-jdssb,female,0,0,0,8,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,bank transfer (automatic),80,624.6,0,640,high
9408-ssnvz,female,0,0,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.15,268.35,1,280.6,high
4443-embna,female,0,1,0,71,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.75,1836.9,0,1757.25,low
6469-mrvet,male,0,1,1,1,1,no,no,no,no,no,no,no,no,one year,1,electronic check,20.2,20.2,0,20.2,low
0742-moabm,male,0,1,0,4,1,no,dsl,no,no,no,yes,no,no,month-to-month,0,mailed check,50.05,179.35,1,200.2,medium
5961-vusrv,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),19.35,219.35,0,232.2,low
6778-jfcmk,male,0,0,0,24,0,no,dsl,yes,no,no,no,yes,yes,one year,1,mailed check,50.6,1288.75,0,1214.4,medium
6341-jvqgf,female,0,1,1,31,1,no,dsl,yes,no,yes,yes,yes,yes,one year,1,mailed check,81.15,2545.75,0,2515.65,high
2232-dmlxu,female,0,1,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,0,mailed check,55.2,55.2,1,55.2,medium
4811-jbuvu,male,0,0,0,30,1,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,1,credit card (automatic),89.9,2723.15,0,2697,high
0945-tsonx,female,0,1,1,47,1,yes,dsl,yes,yes,no,yes,yes,yes,two year,1,credit card (automatic),85.3,4107.25,0,4009.1,high
2651-zcbxv,male,0,0,0,54,1,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,1,credit card (automatic),108,5760.65,0,5832,very_high
3316-uwxuy,male,0,0,0,50,1,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,1,credit card (automatic),93.5,4747.5,0,4675,high
8937-rdthp,male,0,0,0,1,1,no,fiber optic,yes,no,no,no,no,yes,month-to-month,1,mailed check,84.6,84.6,1,84.6,high
7083-miopc,female,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.25,1566.9,0,1458,low
1984-gpteh,female,0,0,0,29,1,yes,no,no,no,no,no,no,no,month-to-month,0,electronic check,25.15,702,0,729.35,low
1251-krreg,male,0,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,54.4,114.1,1,108.8,medium
0621-jfhol,female,0,0,0,10,0,no,dsl,no,no,no,yes,no,no,two year,1,mailed check,29.6,299.05,0,296,low
9903-lysab,male,0,1,0,18,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,73.15,1305.95,0,1316.7,high
0094-oifmo,female,1,0,0,11,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,95,1120.3,1,1045,high
9227-uaqft,male,0,0,0,16,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,284.35,0,316,low
7301-abvad,female,0,0,0,72,1,yes,dsl,no,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),86.6,6350.5,0,6235.2,high
6614-fhdbo,male,0,0,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),109.2,7878.3,0,7862.4,very_high
7576-aseju,female,0,1,1,41,1,no,dsl,yes,no,no,yes,yes,yes,one year,1,credit card (automatic),74.7,3187.65,0,3062.7,high
9058-hrzsv,female,1,1,0,65,1,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,0,electronic check,94.4,6126.15,0,6136,high
4522-akylr,female,1,0,0,13,1,no,dsl,no,yes,yes,no,no,no,month-to-month,1,electronic check,54.8,731.3,0,712.4,medium
0221-wmxnq,male,1,0,0,4,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,75.35,273.4,0,301.4,high
0303-uncip,male,0,0,0,41,1,yes,dsl,no,no,yes,no,no,yes,one year,0,mailed check,65,2531.8,0,2665,medium
9947-otfqu,male,1,0,0,15,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.4,1074.3,1,1116,high
0322-yinqp,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed check,48.55,48.55,1,48.55,medium
0959-whokv,male,0,0,0,42,1,yes,fiber optic,yes,yes,yes,no,no,yes,one year,1,electronic check,99,4298.45,0,4158,high
4075-jfpgr,female,0,1,0,51,1,no,fiber optic,yes,yes,yes,no,yes,no,one year,1,electronic check,93.5,4619.55,0,4768.5,high
4629-nrxkx,female,0,1,1,2,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,70.4,147.15,1,140.8,high
9514-jdski,male,1,1,0,1,0,no,dsl,no,yes,no,no,yes,no,month-to-month,0,electronic check,40.2,40.2,1,40.2,medium
3282-ziszv,male,0,0,1,32,1,yes,dsl,no,yes,yes,yes,yes,yes,one year,0,credit card (automatic),83.7,2633.3,0,2678.4,high
3675-ydupj,male,0,0,0,10,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.85,193.05,0,198.5,low
4111-bnxif,female,0,1,1,67,0,no,dsl,no,yes,yes,yes,yes,yes,two year,1,electronic check,59.55,4103.9,0,3989.85,medium
7017-vfhay,female,0,1,1,61,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),115.1,7008.15,0,7021.1,very_high
6655-lhbyw,male,0,0,0,50,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,0,credit card (automatic),114.35,5791.1,0,5717.5,very_high
4959-josrx,female,0,1,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),44.6,80.55,1,89.2,medium
5046-nuhwd,female,1,1,0,29,0,no,dsl,yes,no,yes,no,no,yes,month-to-month,1,electronic check,45,1228.65,0,1305,medium
7273-tefqd,male,1,0,0,3,0,no,dsl,no,no,yes,no,no,yes,month-to-month,1,electronic check,41.15,132.2,1,123.45,medium
3606-twkgi,male,1,0,0,13,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,106.9,1364.3,1,1389.7,very_high
7529-zdfxi,male,1,1,0,57,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,89.85,4925.35,0,5121.45,high
7605-bdwdc,female,0,0,0,31,0,no,dsl,yes,yes,no,yes,no,yes,two year,1,bank transfer (automatic),49.85,1520.1,0,1545.35,medium
1950-ksvvj,female,0,1,0,45,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,0,mailed check,113.3,5032.25,0,5098.5,very_high
0123-crbrt,female,0,1,1,61,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,mailed check,88.1,5526.75,0,5374.1,high
6292-tosss,male,0,0,0,50,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.9,1195.25,0,1245,low
3197-arfoy,female,1,0,0,19,1,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,1,mailed check,105,2007.25,0,1995,very_high
6323-aybrx,male,0,0,0,59,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.35,1099.6,1,1141.65,low
7014-zzxaw,female,0,1,0,71,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),24.25,1732.95,0,1721.75,low
4385-gzqxv,female,1,0,0,16,1,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,94.45,1511.2,1,1511.2,high
7633-mvpuy,male,0,1,0,57,1,no,dsl,yes,yes,no,yes,no,no,two year,1,electronic check,59.75,3450.15,0,3405.75,medium
6366-zgqgl,male,0,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),24.8,24.8,1,24.8,low
4716-hhkqh,male,1,1,0,20,1,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,0,electronic check,107.05,2172.05,0,2141,very_high
5940-ahuhd,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,70.6,70.6,1,70.6,high
6432-twqlb,male,0,1,0,5,1,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,1,electronic check,85.4,401.1,1,427,high
4484-glzou,female,0,1,0,52,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.05,5624.85,1,5462.6,very_high
3179-gbrwv,male,1,1,0,21,1,no,dsl,yes,yes,no,no,no,yes,month-to-month,1,bank transfer (automatic),64.95,1339.8,0,1363.95,medium
8645-kwhjo,male,0,0,0,14,0,no,dsl,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,55,771.95,0,770,medium
4130-mzlcc,female,0,0,0,5,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),50.55,244.75,0,252.75,medium
0314-tkosi,female,0,0,0,6,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,mailed check,55.15,322.9,0,330.9,medium
8229-myejz,female,0,0,0,10,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,51.2,498.25,0,512,medium
2080-srcde,female,0,0,1,1,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,25.4,25.4,0,25.4,low
9577-wjvcq,female,0,0,0,68,1,yes,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,54.45,3687.75,0,3702.6,medium
9512-uibfx,male,0,1,1,18,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,mailed check,95.15,1779.95,1,1712.7,high
6202-dyyfx,female,0,0,0,22,1,yes,fiber optic,no,no,no,no,no,no,one year,1,credit card (automatic),76,1783.6,0,1672,high
3808-hfkde,female,0,0,0,20,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.35,927.15,0,887,medium
5583-sxdag,male,0,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,70,70,1,70,medium
3488-pgmqj,male,1,0,0,8,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.5,606.55,1,596,high
3580-reoac,male,0,0,0,10,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),44.85,435.4,1,448.5,medium
7534-bfesc,male,1,0,0,24,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.1,1712.7,1,1826.4,high
3727-owvyd,male,0,0,0,35,1,no,dsl,yes,yes,yes,no,no,no,one year,0,mailed check,61.2,2021.2,0,2142,medium
2294-salne,male,0,1,1,23,1,no,fiber optic,no,yes,yes,yes,no,no,one year,0,mailed check,86.8,1940.8,0,1996.4,high
4847-tajyi,female,1,0,0,6,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.35,567.8,0,536.1,high
1563-iwqex,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.7,220.35,0,236.4,low
8203-xjzrc,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,20.25,0,20.25,low
6556-dbkzf,female,0,1,1,71,1,no,fiber optic,no,no,yes,no,no,no,two year,0,electronic check,76.05,5436.45,0,5399.55,high
6851-wefyx,male,1,1,0,35,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.8,3437.5,0,3528,very_high
2985-juubz,male,0,1,1,40,1,yes,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic check,74.55,3015.75,0,2982,high
6390-dsazx,female,0,0,1,1,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,mailed check,73.6,73.6,1,73.6,high
0895-lmrsf,male,0,0,0,23,1,no,dsl,no,no,no,no,yes,yes,one year,1,bank transfer (automatic),64.9,1509.8,0,1492.7,medium
8098-llazx,female,1,0,0,4,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.45,396.1,1,381.8,high
8266-vbfql,male,0,0,0,4,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,1,electronic check,90.4,356.65,0,361.6,high
8181-yhcmf,female,0,1,1,68,0,no,dsl,no,yes,yes,yes,yes,yes,two year,0,credit card (automatic),60.3,4109,0,4100.4,medium
2240-hsjqd,male,0,0,1,38,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,mailed check,81.85,3141.7,0,3110.3,high
1248-dyxub,male,0,1,1,52,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.8,1229.1,0,1289.6,low
0265-edxbd,male,1,1,0,32,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.9,2303.35,1,2396.8,high
4115-bnpjy,male,0,1,1,29,1,no,dsl,no,no,yes,yes,yes,yes,two year,0,mailed check,75.55,2054.4,0,2190.95,high
3167-snqpl,male,1,1,1,38,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,0,electronic check,101.15,3741.85,0,3843.7,very_high
4091-tvocn,male,0,0,1,48,1,yes,dsl,yes,no,yes,no,yes,yes,one year,1,credit card (automatic),78.75,3682.45,0,3780,high
1098-tdvuq,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),19.25,19.25,0,19.25,low
7277-ozcgz,female,0,0,0,22,1,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,1,electronic check,89.05,1886.25,0,1959.1,high
1557-emyvt,female,0,0,0,43,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),115.05,4895.1,0,4947.15,very_high
2799-arnlo,female,1,1,0,5,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.35,341.6,0,346.75,medium
7563-biupc,male,0,0,0,5,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,80.6,415.55,1,403,high
5027-yocxn,male,0,1,1,51,1,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,0,credit card (automatic),110.05,5686.4,0,5612.55,very_high
3973-skmln,male,0,0,0,71,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),19.9,1355.1,0,1412.9,low
2321-ombxy,female,0,1,1,38,1,no,dsl,yes,yes,no,yes,yes,yes,one year,0,credit card (automatic),80.3,3058.65,1,3051.4,high
2840-xanrc,male,1,1,0,24,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,93.15,2231.05,1,2235.6,high
6745-jefzb,male,0,1,0,35,1,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,1,credit card (automatic),91.5,3236.35,0,3202.5,high
5020-zstty,female,1,0,0,54,1,yes,dsl,yes,yes,no,yes,yes,yes,one year,0,bank transfer (automatic),82.45,4350.1,1,4452.3,high
9880-tdqac,female,0,1,1,72,0,no,dsl,no,yes,yes,yes,yes,yes,two year,1,electronic check,60,4264,0,4320,medium
8705-wzcyl,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.8,44.8,0,44.8,medium
7102-jjvtx,female,0,1,1,9,1,no,dsl,yes,no,no,no,no,no,one year,0,mailed check,48.6,422.3,0,437.4,medium
8626-ptqge,male,0,0,0,69,0,no,dsl,yes,yes,no,yes,yes,yes,two year,1,bank transfer (automatic),60.05,4176.7,0,4143.45,medium
4983-clmlv,female,0,1,0,52,1,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,1,credit card (automatic),102.7,5138.1,0,5340.4,very_high
5701-yvsvf,female,1,1,0,11,1,no,fiber optic,no,no,no,yes,yes,no,month-to-month,1,electronic check,82.9,880.05,0,911.9,high
5804-lepim,female,1,0,0,2,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.35,139.05,1,140.7,high
5697-gombf,female,1,1,1,28,0,no,dsl,no,no,no,no,yes,no,month-to-month,1,electronic check,35.9,973.65,0,1005.2,medium
2739-cacdq,female,1,0,0,17,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),82.65,1470.05,0,1405.05,high
9385-ehgdo,female,0,1,1,35,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.85,739.35,0,694.75,low
9498-fimxl,female,0,0,0,8,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.2,161.95,0,153.6,low
2379-gyflq,male,0,0,0,46,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,credit card (automatic),94.9,4422.95,0,4365.4,high
0122-oahpz,female,0,0,0,7,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,73.85,511.25,1,516.95,high
2868-snelz,female,0,0,0,2,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,0,mailed check,80.6,155.8,1,161.2,high
4322-rcymt,male,0,1,1,68,1,yes,dsl,no,yes,yes,yes,no,yes,one year,1,bank transfer (automatic),75.8,5293.95,1,5154.4,high
6680-nenyn,female,0,0,0,43,1,yes,fiber optic,no,yes,yes,no,yes,yes,two year,1,electronic check,104.6,4759.85,1,4497.8,very_high
2088-iebau,female,0,0,0,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,electronic check,88.15,6148.45,0,5994.2,high
7982-vcelr,female,0,0,0,36,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),94.8,3565.65,0,3412.8,high
1343-ehpyb,male,0,1,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.4,6603,1,6514.2,very_high
6035-bxtty,female,1,0,0,32,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,bank transfer (automatic),54.65,1830.1,0,1748.8,medium
6885-pkoam,female,0,1,0,71,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),85.75,6223.8,0,6088.25,high
7520-hqwju,female,0,1,1,66,1,yes,dsl,yes,yes,yes,no,no,no,month-to-month,1,bank transfer (automatic),67.45,4508.65,0,4451.7,medium
9639-bujxt,male,0,0,0,63,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.5,1328.15,0,1291.5,low
5924-sngkp,female,0,0,1,41,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.25,865,0,830.25,low
0021-ikxgc,female,1,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,72.1,72.1,0,72.1,high
2034-gdrcn,female,0,0,0,2,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,90.4,168.2,1,180.8,high
8966-snizf,female,0,1,0,70,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.45,1303.5,0,1361.5,low
6243-ozgfh,female,0,0,0,23,0,no,dsl,no,no,no,no,yes,yes,month-to-month,1,electronic check,44.95,996.85,0,1033.85,medium
4654-dlamq,female,1,1,0,64,1,no,fiber optic,yes,yes,yes,no,no,yes,one year,0,bank transfer (automatic),97,6430.9,0,6208,high
0513-rbgpe,male,0,1,1,37,1,yes,dsl,yes,no,yes,yes,no,no,two year,1,credit card (automatic),62.8,2278.75,0,2323.6,medium
5160-uxjed,male,0,0,1,17,1,no,dsl,no,no,no,no,no,no,one year,0,mailed check,44.6,681.4,0,758.2,medium
4115-nzrks,female,1,0,0,7,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.15,574.35,0,624.05,high
0219-ytzue,male,0,1,1,4,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,1,bank transfer (automatic),84.8,371.9,1,339.2,high
0623-iihug,female,1,0,0,21,0,no,dsl,yes,no,no,no,yes,no,month-to-month,1,electronic check,41.9,840.1,1,879.9,medium
4572-dvcgn,female,0,0,0,10,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),80.25,846,1,802.5,high
3351-ngxyi,female,1,0,0,16,1,yes,dsl,yes,no,no,no,no,no,month-to-month,1,electronic check,54.1,889,0,865.6,medium
8984-eylll,male,0,1,0,64,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,1,electronic check,105.25,6823.4,0,6736,very_high
9057-mswco,male,1,1,0,27,0,no,dsl,yes,no,no,no,no,no,month-to-month,0,credit card (automatic),30.75,805.1,1,830.25,medium
9833-tgfhx,male,0,1,1,42,1,yes,fiber optic,yes,no,no,no,yes,yes,one year,0,electronic check,97.1,4016.75,0,4078.2,high
9294-tdipc,male,0,0,1,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.2,83.75,0,101,low
5229-dtfyb,female,0,0,0,41,1,no,fiber optic,no,yes,no,yes,yes,yes,two year,1,bank transfer (automatic),98.8,3959.15,0,4050.8,high
0104-ppxdv,male,0,1,0,58,1,no,dsl,no,no,yes,no,no,no,one year,0,credit card (automatic),50.3,2878.55,0,2917.4,medium
5176-lmjxe,female,0,0,0,47,1,no,no,no,no,no,no,no,no,two year,1,mailed check,20.55,945.7,0,965.85,low
3583-krkmd,male,0,0,0,18,1,no,fiber optic,no,no,no,yes,no,no,month-to-month,1,bank transfer (automatic),75.9,1373.05,0,1366.2,high
1010-diauq,male,0,0,0,5,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,bank transfer (automatic),96.5,492.55,1,482.5,high
9069-lgeul,male,0,1,0,23,1,no,dsl,yes,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),59.95,1406,0,1378.85,medium
7302-zhmhp,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.15,19.15,0,19.15,low
9571-edebv,male,0,1,0,71,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,credit card (automatic),98.65,6962.85,0,7004.15,high
3520-fjgcv,male,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),112.6,8126.65,0,8107.2,very_high
6563-vrerx,male,0,1,1,33,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.6,690.25,0,679.8,low
0259-gbzsh,male,0,0,0,2,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,85.65,181.5,1,171.3,high
